"",COMPANY / EST. NAME,ADDRESS,"POSTAL CODE",,,
"",Indian Cuisine (S3) @ Kopitiam TTSH,11,JALAN TAN TOCK SENG,0  1 -13/14/15,TAN TOCK SENG HOSPITAL,3  0  8  4 33
"","Indian Cuisine (S5) @ HealthyKopitiam YCH",2,Yishun Central 2,02-01,Yishun Community Hospital,768024
"","Indian Cuisine (S5) @ Kopitiam VivoCity",1,HARBOURFRONT WALK,B2-39,VIVO CITY,0  9  8585
"","Indian Cuisine (S5) @ MatrixCafeteria ITE College West",1,Chua Chu Kang Grove,02-01,ITE College West,688236
"","INDIAN CUISINE (S8) @ KOUFUNTU, SOUTH SPINE",50,NANYANG AVENUE,-,"NTU CANTEEN B, SOUTH SPINE",639798
"","Indian Cuisine @ College of Alice &Peter Tan  (Mngd by CompassGroup)",4,COLLEGE AVENUE EAST,01-01,COLLEGE OF ALICE AND PETER TAN,138613
"","Indian Cuisine @ College ofCinnamon / Tembusu (Mngd byCompass)",24,COLLEGE AVENUE EAST,01-01,COLLEGE OF CINNAMON / TEMBUSU,138596
"","INDIAN CUISINE(S10) @FLAVOURS BY HESED&EMET",,21 Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757
"",Indian Fiesta (S3) @ Bartley Sec Sch,10,JALAN BUNGA RAMPAI,-,BARTLEY SECONDARY SCHOOL,5  3  8  4  0 3
"","Indian Food (S5) @ Mr Teh TarikEating House",505,WEST COAST DRIVE,01-208,-,120505
"","INDIAN FOOD (S6) @ 89.7 SUPPERCLUB",5,CHANGI VILLAGE ROAD,01-2035,-,500005
"","Indian Food @ Enak Enak HongKong Tea House (ECP)",1202,EAST COAST PARKWAY,01-01,EAST COAST SEAFOOD CENTRE,4  4  9  8  8 1
"","INDIAN MUSLIM FOOD(S6) @Institute of Mental Health",10,Buangkok View,-,Institute Mental Health,539747
"","Indian Pasand @ Shell Bukom (Mngdby Sodexo)",1908,Pulau Bukom Besar,01-01,-,S903808
"",Indian Section @ Straits Kitchen,10,SCOTTS ROAD,-,GRAND HYATT  SINGAPORE,2  2  8   211
"","Indo Food (R3) @ KopitiamNorthpoint",930,YISHUN AVENUE 2,B2-12,NORTHPOINT,7  6  9  0 98
"",INDOBOX,50,Jurong Gateway Road,03-22,JEM,608549
"",INDOBOX,2,ORCHARD TURN,B3-24,ION ORCHARD,2  3  8  8 01
"",IndoChili,,7 Wallich Street,B1-03,Tanjong Pagar Centre,078884
"",IndoChili,54,ZION ROAD,-,-,247779
"",IndoChili,,2 Science Park Drive,01-09,-,118222
"","Indonesia Penyet (S2) @ FoodJunction Lot 1",21,CHOA CHU KANG AVENUE 4,04-16,Lot One Mall,689812
"","INDONESIAN AYAM PENYET (S15)@ FOOD CLUB",535,CLEMENTI ROAD,01-01B,"NGEE ANN POLYTECHNIC  (BLOCK22)",599489
"","INDONESIAN CUISINE (by DapurPenyet)",302,TIONG BAHRU ROAD,03-101,TIONG BAHRU PLAZA,1  6  8  7 32
"",Indonesian Express,517,WEST COAST ROAD,01-569,-,120517
"",Indonesian Express,2,ANG MO KIO DR,04-05,ITE HQ&CC,567720
"",Indonesian Express,35,STUDENTS WALK,-,Canteen 2,639548
"",Indonesian Express,,Kent Ridge Drive,02-02,The Deck,119241
"",Indonesian Express,500,DOVER ROAD,-,"SINGAPORE POLYTECHNICFOODCOURT 2",139651
"",Indonesian Express,461,CLEMENTI ROAD,03-2C,SIM BLK A,599491
"",Indonesian Express,2,College Ave West,02,Stephen Riady Centre,138607
"","Indonesian Food (S4) @ KopitiamNUH",5,LOWER KENT RIDGE ROAD,01-01,NUH MAIN BUILDING LOBBY,119074
"","Indonesian Grill (S12) @ KopitiamTTSH",11,JALAN TAN TOCK SENG,0  1 -13/14/15,TAN TOCK SENG HOSPITAL,3  0  8  4 33
"",Indonesian Panggang,10,KENT RIDGE CRESCENT,-,NUS TECHNO EDGE CANTEEN 1,119260
"","INDONESIAN PANGGANG UNCLEPENYET",527C,PASIR RIS STREET 51,-,COSTA RIS,513527
"","INSYIRA WESTERN DELIGHTS (S6)@ XINGNAN PRI SCH",5,JURONG WEST STREET 91,-,XINGNAN PRIMARY SCHOOL,6  4  9  0  36
"","International Buffet Stall 1 @ DDJVCafeteria (Mngd by Xerone SolutionPte Ltd)",,200A TUAS SOUTH BOULEVARD,01-03,-,637060
"","International Cuisine @ Rolls Royce(Mngd by ISS Catering Services PteLtd)",,"6 Seletar Aerospace RiseSingapore",-,Rolls Royce,797575
"","International Cuisine Stall @Recharge Depot HP (Mngd bySodexo Singapore Pte Ltd)",1,Depot Road,02-02,Maple Tree Building (Hewlett Packard),109841
"","INTERNATIONAL FARE (S5) @YISHUN TOWN SEC SCH",6,YISHUN STREET 21,-,"YISHUN TOWN SECONDARYSCHOOL",768610
"","INTERNATIONAL FOOD CORNER@ AMC",2,STAMFORD ROAD,-,"FAIRMONT SINGAPORE &SWISSOTEL THE STAMFORD",178882
"",ISLAMIC RESTAURANT PTE LTD,745,NORTH BRIDGE ROAD,-,-,198713
"","ISURAMUYA JAPANESERESTAURANT",2,JURONG EAST CENTRAL 1,04-19,JURONG ENTERTAINMENT CENTRE,6  0  9  7  3 1
"",J & C Bakery Pte Ltd,430,Upper Changi Road,01-58,East Village,487048
"",J.Keart Gourmet,1,TANJONG PAGAR ROAD,01-03,TANJONG PAGAR PLAZA,082001
"",JAI SIAM,11,ORCHARD ROAD,B1-12,"DHOBY X'CHANGE @ DHOBY GHAUTMRT STATION",238826
"",JAI SIAM,205,EAST COAST ROAD,-,-,428904
"",Jalan Sultan Nasi Padang,70,Jellicoe Road,01-17,V Hotel,208767
"","Japanese & Korean Cuisine (S10) @Healthy Kopitiam NTFGH",01,Jurong East Street 21,02-01,Ng Teng Fong General Hospital,609606
"","Japanese & Korean Cuisine(S8)@My KampungHeartbeat@Bedok",11,Bedok North Street 1,01-28/29,Heartbeat @ Bedok,469662
"","JAPANESE COUNTER @CAROUSEL",25,SCOTTS ROAD,-,SCOTTSWALK,2  2  8  2 20
"","Japanese Cuisine (S1)@Foodjunction Junction 8",9,BISHAN PLACE,04-1/2E,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"","Japanese Cuisine (S3) @ KopitiamVivo City",1,HARBOURFRONT WALK,B2-39,VIVO CITY,0  9  8585
"","Japanese Cuisine (S7) @ KopitiamHillion Mall",17,Petir Road,"#02-15/20",Hillion Mall,678278
"","Japanese Cuisine (S8) @ BagusNorthpoint City",1,Northpoint Drive,02-103,-,768019
"","Japanese Cuisine (S9) @ CantinePaya Lebar Square",60,Paya Lebar Road,B1-51,Paya Lebar Square,409051
"","JAPANESE JUNCTION (S5) @NAVAL BASE SEC SCH",901,YISHUN RING ROAD,-,-,768689
"","JAPANESE STATION @AQUAMARINE",6,RAFFLES BOULEVARD,04,MARINA SQUARE,0  3  9  5 94
"",JASON NIANG DOU FU,321,BEACH ROAD,-,-,199557
"",JIAK,4,HILLVIEW RISE,02-04,HILL V2,667979
"",Jian Fa Seafood BBQ,500,CLEMENCEAU AVENUE NORTH,01-43,Newton Food Centre,229495
"",Jian Fa Seafood BBQ,51,TAMPINES AVENUE 4,01-57,OUR TAMPINES HUB,529684
"",Jian Fa Seafood BBQ,622,JURONG WEST STREET 61,02-18,"JURONG WEST HAWKER CENTRE(BESIDE PIONEER MALL)",640622
"",JINJJA CHICKEN,930,YISHUN AVENUE 2,01-45,NORTHPOINT,7  6  9  0 98
"",JINJJA CHICKEN,249,VICTORIA STREET,-,BUGIS VILLAGE,188034
"",JINJJA CHICKEN,3155,Commonwealth Avenue West,B1-28/29,The Clementi Mall,129588
"","JJ Korean Cuisine (S11) @ The FoodMarket Century Square",2,TAMPINES CENTRAL 5,03-19,CENTURY SQUARE,5  2  9  5  09
"",Jollibee,,60 Paya Lebar Square,01-05/06/07,Paya Lebar Square,409051
"",Jollibee,,5 Changi Business Park Central 1,01-37/38,Changi City Point,486038
"",Jollibee,304,ORCHARD ROAD,B1-38,LUCKY PLAZA,2  3  8  863
"",Jollibee,304,ORCHARD ROAD,06-48,LUCKY PLAZA,2  3  8  863
"",Jollibee,,60 Paya Lebar Square,01-05/06/07,Paya Lebar Square,409051
"",Jollibee,,5 Changi Business Park Central 1,01-37/38,Changi City Point,486038
"",Jollibee,10,Jurong East,01-01,Jurong East MRT,609690
"",Jollibee,304,ORCHARD ROAD,B1-38,LUCKY PLAZA,2  3  8  863
"",Jollibee,10,SINARAN DRIVE,01-07,SQUARE 2,3  0  7  506
"",Jollibee,10,SINARAN DRIVE,01-07,SQUARE 2,3  0  7  506
"",Jubilicious,500,Jalan Sultan,04-01,Hotel Boss,199020
"","Juices/Beverages/Dessert (S1) @Foodjunction Eastpoint Mall",3,SIMEI STREET 6,04-04,EASTPOINT MALL,5  2  8  833
"",JULIA BBQ,49,SERANGOON GARDEN WAY,01-23,SERANGOON GARDEN ESTATE,5  5  5  9  4 4
"",Junior Kuppanna,159/161,KITCHENER ROAD,-,-,208531
"",Junshin Express Pte Ltd,311,NEW UPPER CHANGI ROAD,B2-20,BEDOK MALL,467360
"",KAFFE & TOAST,3155,Commonwealth Ave West,04-K1/K2,Clementi Mall,129588
"",KAFFE & TOAST,80,AIRPORT BOULEVARD,02-05,CHANGI AIRPORT TERMINAL 1,8  1  9  642
"",KAFFE & TOAST,4,HOSPITAL DRIVE,01,SINGAPORE GENERAL HOSPITAL,1  6  9  6  08
"",KAFFE & TOAST,5,HOSPITAL DRIVE,0 2-CAF-02,"National Heart Centre, NHCS Building",169609
"",KAFFE & TOAST,1,Lower Kent Ridge Road,01-13/36,One @ KentRidge,119082
"",KAFFE & TOAST,900,SOUTH WOODLANDS DRIVE,01-09,WOODLANDS CIVIC CENTRE,7  3  0  9  00
"",KAFFE & TOAST,4,TAMPINES CENTRAL 5,01-45,TAMPINES MALL,5  2  9  510
"",Kaffe & Toast / Saap Saap Thai,71,Woodlands Avenue 10,01-07/08,Woodlands Industrial Xchange,737743
"",Kaffee & Toast Thai Noodle Bar,10,EUNOS ROAD 8,B1-157,SINGAPORE POST CENTRE,4  0  8  6  00
"",kakak nio,63,JURONG WEST CENTRAL 3,01-40,Jurong Point Shopping Centre,6  4  8331
"",KAKI MAKAN,11,BEDOK NORTH STREET 1,01-13,HEARTBEAT@BEDOK,469662
"",KAKI MAKAN,Block 3,No.1 HOSPITAL DRIVE,0 1-00,SINGAPORE GENERAL HOSPITAL,1  6  9  6  08
"",KAKI MAKAN CAFE,10,Airport Boulevard,02-K32,CHANGI AIRPORT TERMINAL 4,819665
"",Kampong Cafe @ BM,3500,BUKIT MERAH CENTRAL,-,BUKIT MERAH SWIMMING COMPLEX,1  5  9  8  3 7
"",KAMPONG DAUN NASI PADANG,3,TEMASEK BOULEVARD,B1-100,SUNTEC CITY MALL,0  3  8  983
"",KAMPONG HOUSE MINI WOK,3,YUAN CHING ROAD,01-01,JURONG LEISURE COMPLEX,618642
"",KAMPONG HOUSE MINI WOK,12,KALLANG AVENUE,02-16,-,339511
"",Kampung Eats,762,JURONG WEST STREET 75,01-326,Gek Poh Shopping Centre,640762
"","Kampung Style & Fried Delights (S1)@ My Kampung Heartbeat @ Bedok",11,Bedok North Street 1,01-28/29,Heartbeat @ Bedok,469662
"",KATONG KITCHEN,25,MARINE PARADE ROAD,04,VILLAGE HOTEL KATONG,4  4  9  5  36
"","KATONG YONG TAU FOO (S2) @KOPITIAM KKH",100,BUKIT TIMAH ROAD,-,"KK WOMEN'S AND CHILDREN'SHOSPITAL",229899
"",Kaveri Vegetarian Cuisine,60,"AIRPORT BOULEVARD #036-141-4/5",-,"LEVEL 3 CHANGI AIRPORT T2-DEPARTURE/TRANSIT LOUNGE",819643
"",Kaw Kaw SG By Makan State,28,ALIWAL STREET,01-01,-,199918
"","Kawan Kawan Chicken Rice (S6) @Chang Cheng Mee Wah",136,Marsiling Road,01-2188,-,730136
"",KAWAN KITCHEN,301,COMMONWEALTH AVENUE,0 2-01,QUEENSTOWN MRT STATION,1  4  9  7  2 9
"",KEBABS N CURRIES,171,SYED ALWI ROAD,07-00,Mohamed Mustafa & Samsuddin,207713
"",Kedai Killiney Kopi,60,AIRPORT BOULEVARD,211-55,"CHANGI AIRPORT TERMINAL2,DEPARTURE/TRANSIT LOUNGE",819643
"",Kedai Killiney Kopi,30,AIRLINE ROAD,01,"SATS Airfreight Terminal 5, Core K",819830
"",Kedai Killiney Kopi,50,TANAH MERAH FERRY ROAD,01-02,TANAH MERAH FERRY TERMINAL,4  9  8  8  33
"",Kedai Kue Kue,1,Kim Seng Promenade,B1-K4,Great World City,237994
"",KEMBANGAN KEDAI,55,SIMS AVENUE EAST,01-05/06,KEMBANGAN MRT STATION,416551
"",KFC COFFEE,17,PETIR ROAD,"#B2-54-56",HILLION MALL,678278
"",KFC COFFEE,30,YISHUN STREET 81,01-02,"NEE SOON SOUTH COMMUNITYCLUB",768455
"",KFC COFFEE,18,ORCHARD ROAD,B 1-21/22,PLAZA SINGAPURA,238829
"",KFC COFFEE,76,NANYANG DRIVE,"N  2,1-01-04",Nanyang Technological University,637331
"",KFC COFFEE,3,SIMEI STREET 6,01-02/03,EASTPOINT MALL,5  2  8  833
"",KFC COFFEE,1,PASIR RIS CLOSE,01-337,PASIR RIS NTUC RESORT,5  1  9  599
"",KFC COFFEE,51,TAMPINES AVE 4,01-13,OUR TAMPINES HUB,529684
"",KFC COFFEE,460,ALEXANDRA ROAD,0 1-23/24,PSA BUILDING,1   1  9 963
"",KFC COFFEE,1,JURONG WEST CENTRAL 2,01-30,JURONG POINT SHOPPING CENTRE,6  4  8  8   8  6
"",KFC COFFEE,11,TANJONG KATONG ROAD,01-50/51,ONE KM,437157
"",KFC COFFEE,1,TAMPINES CENTRAL 5,01-04,TAMPINES CPF BUILDING,5  2  9  508
"",KFC COFFEE,238,THOMSON ROAD,01-17,NOVENA SQUARE,3  0  7  6  83
"",KFC COFFEE,60,PUNGGOL EAST,01-09,-,828825
"",KFC COFFEE,83,PUNGGOL CENTRAL,B2-08,WATERWAY POINT,828761
"",KFC COFFEE,30,SEMBAWANG DRIVE,01-25,SUN PLAZA,7  5  7  713
"",KFC COFFEE,190,STADIUM ROAD,-,KALLANG PARK,397725
"",KFC COFFEE,51,TAMPINES AVE 4,01-13,OUR TAMPINES HUB,529684
"",KFC COFFEE,30,YISHUN STREET 81,01-02,"NEE SOON SOUTH COMMUNITYCLUB",768455
"",KFC COFFEE,238,THOMSON ROAD,01-17,NOVENA SQUARE,3  0  7  6  83
"",KFC COFFEE,190,STADIUM ROAD,-,KALLANG PARK,397725
"",KFC COFFEE,1,SENGKANG SQUARE,"#B1-15",COMPASS ONE,545078
"",KFC COFFEE,30,SEMBAWANG DRIVE,01-25,SUN PLAZA,7  5  7  713
"",KFC COFFEE,3,SIMEI STREET 6,01-02/03,EASTPOINT MALL,5  2  8  833
"",KFC COFFEE,18,ORCHARD ROAD,B 1-21/22,PLAZA SINGAPURA,238829
"",KFC COFFEE,1,JURONG WEST CENTRAL 2,01-30,JURONG POINT SHOPPING CENTRE,6  4  8  8   8  6
"",KFC COFFEE,76,NANYANG DRIVE,"N  2,1-01-04",Nanyang Technological University,637331
"",KFC MGMT PTE LTD,35,JALAN MAS PUTEH,-,PASIR PANJANG GARDENS,1  2  8  6  35
"",KFC MGMT PTE LTD,1,FIFTH AVENUE,01-02,GUTHRIE HOUSE,2  6  8  8 02
"",KFC MGMT PTE LTD,80,MANDAI LAKE ROAD,-,"SINGAPORE ZOOLOGICAL GARDENSENTRANCE",729826
"",KFC MGMT PTE LTD,133,NEW BRIDGE ROAD,01-35,CHINATOWN POINT,0  5  9  4 13
"",KFC MGMT PTE LTD,7,JLN BUKIT MERAH,01-4436,-,238895
"",KFC MGMT PTE LTD,5,TAMPINES STREET 32,01-07/16,-,529284
"",KFC MGMT PTE LTD,14,SCOTTS ROAD,01-06,FAR EAST PLAZA,2  2  8  213
"",KFC MGMT PTE LTD,701A,YISHUN AVENUE 5,01-06,-,761701
"",KFC MGMT PTE LTD,190,LORONG 6 TOA PAYOH,01-578,-,310190
"",KFC MGMT PTE LTD,253,CHOA CHU KANG AVENUE 1,01-02,KEAT HONG SHOPPING CENTRE,6  8  0  2  53
KFC MGMT PTE LTD,524A,JELAPANG ROAD,01-04,GREENRIDGE SHOPPING CENTRE,6  7  1  5  2 4
KFC MGMT PTE LTD,18,YUNG HO ROAD,-,-,618591
KFC MGMT PTE LTD,51,TAMPINES AVENUE 4,01-13,OUR TAMPINES HUB,529684
KFC MGMT PTE LTD,301,UPPER THOMSON ROAD,0  2-24-30,THOMSON PLAZA,5  7  4  4 08
KFC MGMT PTE LTD,21,JURONG EAST STREET 31,02-01,"JURONG EAST SPORTS &RECREATION CENTRE",609517
KFC MGMT PTE LTD,1,JOO KOON CIRCLE,01-25/26,FAIRPRICE HUB,629117
KFC MGMT PTE LTD,261,SERANGOON CENTRAL DRIVE,01-15,-,550261
KFC MGMT PTE LTD,68,ORCHARD ROAD,B 1-21/22,PLAZA SINGAPURA,2  3  8  8 39
KFC MGMT PTE LTD,17,PETIR ROAD,"#B2-54-56",HILLION MALL,678289
KFC MGMT PTE LTD,1,PASIR RIS CLOSE,01-337,E!AVENUE@DOWNTOWN EAST,5  1  9 599
KFC MGMT PTE LTD,51,"CHANGI BUSINESS PARKCENTRAL 2",01-15,"SIGNATURE, THE",4  8  6  066
KFC MGMT PTE LTD,715,ANG MO KIO AVENUE 6,01-4000,-,560715
KFC MGMT PTE LTD,6,POTONG PASIR AVENUE 2,-,POTONG PASIR COMMUNITY CLUB,3  5 8361
KFC MGMT PTE LTD,8,GRANGE ROAD,01-05,CATHAY CINELEISURE  ORCHARD,2  3  9  6  95
KFC MGMT PTE LTD,238,THOMSON ROAD,0 1-16/17,NOVENA SQUARE,3  0  7  6  83
KFC MGMT PTE LTD,3155,COMMONWEALTH AVE WEST,B1-32/33,CLEMENTI MALL,129588
KFC MGMT PTE LTD,1,WOODLANDS SQUARE,01-40,CAUSEWAY POINT,7  3  8  0 99
KFC MGMT PTE LTD,1,JELEBU ROAD,02-12/13,BUKIT PANJANG PLAZA,6  7   7  743
KFC MGMT PTE LTD,30,SEMBAWANG DRIVE,01-25,SUN PLAZA,7  5  7  713
KFC MGMT PTE LTD,1,MARITIME SQUARE,02-83/04,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",KFC MGMT PTE LTD,391A,ORCHARD ROAD,B1-03,TAKASHIMAYA SHOPPING CENTRE,2  3  8  8  7  3
"",KFC MGMT PTE LTD,460,ALEXANDRA ROAD,0 1-23/24,ALEXANDRA RETAIL CENTRE,1  1  9  9   6  3
"",KFC MGMT PTE LTD,302,TIONG BAHRU ROAD,B1-134,TIONG BAHRU PLAZA,1  6  8  7 32
"",KFC MGMT PTE LTD,500,DOVER ROAD,-,"SINGAPORE POLYTECHNICCANTEEN 5 STALL 3",139651
"",KFC MGMT PTE LTD,678A,WOODLANDS AVENUE 6,0  1  -02/03/04,MULTI STOREY CAR PARK,7  3  1  6 78
"",KFC MGMT PTE LTD,370,ALEXANDRA ROAD,0 1-15/16,ANCHORPOINT SHOPPING CENTRE,1  5  9  9  5 3
"",KFC MGMT PTE LTD,31,BEACH VIEW,"01-01/02-#A09-A10",-,098008
"",KFC MGMT PTE LTD,205,HOUGANG STREET 21,01-13,HEARTLAND MALL- KOVAN,5  3  0   2 05
"",KFC MGMT PTE LTD,277C,COMPASSVALE LINK,01-13,-,543277
"",KFC MGMT PTE LTD,381,LORONG 1 TOA PAYOH,01-13,"TOA PAYOH WEST COMMUNITYCENTRE",319758
"",KFC MGMT PTE LTD,21,CHOA CHU KANG AVENUE 4,B 1-28/29,-,689812
"",KFC MGMT PTE LTD,190,KALLANG STADIUM BOULEVARD,-,-,339351
"",KFC MGMT PTE LTD,2,JURONG EAST CENTRAL 1,0 4-08/20,-,609731
"",KFC MGMT PTE LTD,21,CHOA CHU KANG NORTH 6,0 1-19/20,YEWTEE POINT,6  8  9  578
"",KFC MGMT PTE LTD,60,JURONG WEST STREET 91,01-02,NANYANG COMMUNITY CLUB,6  4  9  0  40
"",KFC MGMT PTE LTD,23,SERANGOON CENTRAL,B1-32/33,NEX,556083
"",KFC MGMT PTE LTD,168,PUNGGOL FIELD,B1-02/03,PUNGGOL PLAZA,8  2  0  1 68
"",KFC MGMT PTE LTD,11,RIVERVALE CRESCENT,01-36,RIVERVALE MALL,5  4  5  082
"",KFC MGMT PTE LTD,311,New Upper Changi Road,B2-06/33,BEDOK MALL,467360
"",KFC MGMT PTE LTD,1,HOUGANG STREET 91,0 1-24/25,-,538692
KFC MGMT PTE LTD,9,BISHAN PLACE,01-21,JUNCTION 8 SHOPPING CENTRE,5  7  9  8 37
KFC MGMT PTE LTD,165/166,ROCHOR ROAD,-,-,188440
KFC MGMT PTE LTD,76,NANYANG DRIVE,"N  2,1-01-04",NTU,637331
KFC MGMT PTE LTD,360,BALESTIER ROAD,01-13,SHAW PLAZA,3  2   9  783
KFC MGMT PTE LTD,1,TAMPINES CENTRAL 5,01-04,CPF TAMPINES BUILDING,5  2  9  508
KFC MGMT PTE LTD,80,AIRPORT BOULEVARD,-,CHANGI AIRPORT TERMINAL 1,8  1  9  642
KFC MGMT PTE LTD,90,HOUGANG AVENUE 10,01-19,HOUGANG MALL,5  3  8  7 66
KFC MGMT PTE LTD,50,Jurong Gateway Road,B1-04,JURONG EAST MALL (JEM),608549
KFC MGMT PTE LTD,501,JURONG WEST STREET 51,01-257,-,640501
KFC MGMT PTE LTD,1,JURONG WEST STREET 74,01-02,GEK POH VILLE COMMUNITY CLUB,649149
KFC MGMT PTE LTD,1,JURONG WEST CENTRAL 2,01-30,JURONG POINT,6   4  8  886
KFC MGMT PTE LTD,80,MARINE PARADE ROAD,01-11A,PARKWAY PARADE,4  4  9  2  69
KFC MGMT PTE LTD,102,TOWNER ROAD,0  1 -246/248,-,322102
KFC MGMT PTE LTD,118,RIVERVALE DRIVE,01-31,RIVERVALE PLAZA,5  4  0  118
KFC MGMT PTE LTD,1,PASIR RIS CENTRAL STREET 3,01-14-15,WHITE SANDS,518457
KFC MGMT PTE LTD,209,NEW UPPER CHANGI ROAD,01-633,-,460209
KFC MGMT PTE LTD,80,MANDAI LAKE ROAD,-,"SINGAPORE ZOOLOGICAL GARDENSKIDSWORLD",729826
KFC MGMT PTE LTD,888,WOODLANDS DRIVE 50,01-729,888 PLAZA,7  3  0 888
KFC MGMT PTE LTD,60,PUNGGOL EAST,01-09,-,828825
KFC MGMT PTE LTD,83,PUNGGOL CENTRAL,B2-08,WATERWAY POINT (EAST WING),828761
KFC MGMT PTE LTD,30,YISHUN STREET 81,01-02,"NEE SOON SOUTH COMMUNITYCLUB",768455
KFC MGMT PTE LTD,1,CHOA CHU KANG STREET 53,03-02,CHOA CHU KANG STADIUM,6  8  9  2  36
KFC MGMT PTE LTD,632,BEDOK RESERVOIR ROAD,01-872,-,470632
KFC MGMT PTE LTD,901,EAST COAST ROAD,-,7 SIGLAP SHOPPING CENTRE,459104
KFC MGMT PTE LTD,11,TANJONG KATONG ROAD,01-50/51,ONE KM,437157
KFC MGMT PTE LTD,162,BUKIT MERAH CENTRAL,01-3555,-,150162
KFC MGMT PTE LTD,1,BUKIT BATOK CENTRAL LINK,01-25/43,WEST MALL,6  5  8  713
KFC MGMT PTE LTD,180,KITCHENER ROAD,B1-29/30,-,208539
KFC MGMT PTE LTD,1,SENGKANG SQUARE,B1-15,COMPASS ONE,545078
KFC MGMT PTE LTD,823A,TAMPINES STREET 81,01-02,MULTI STOREY CAR PARK,5  2  1  8 23
KFC MGMT PTE LTD,3,SIMEI STREET 6,01-02/03,EASTPOINT MALL,5  2  8  833
KFC MGMT PTE LTD,681,PUNGGOL DRIVE,01-13,-,820681
KFC MGMT PTE LTD,60,JURONG WEST STREET 91,01-02,NANYANG COMMUNITY CLUB,6  4  9  0  40
KFC MGMT PTE LTD,1,JURONG WEST STREET 74,01-02,GEK POH VILLE COMMUNITY CLUB,649149
KFC MGMT PTE LTD,501,JURONG WEST STREET 51,01-257,-,640501
KFC MGMT PTE LTD,230,VICTORIA STREET,B1-09,BUGIS JUNCTION,1  8  8  024
KFC MGMT PTE LTD,460,ALEXANDRA ROAD,0 1-23/24,ALEXANDRA RETAIL CENTRE,1  1  9  9   6  3
KFC MGMT PTE LTD,381,LORONG 1 TOA PAYOH,01-13,"TOA PAYOH WEST COMMUNITYCENTRE",319758
KFC MGMT PTE LTD,6,POTONG PASIR AVENUE 2,-,POTONG PASIR COMMUNITY CLUB,3  5 8361
KFC MGMT PTE LTD,632,BEDOK RESERVOIR ROAD,01-872,-,470632
"",KFC MGMT PTE LTD,1,JOO KOON CIRCLE,01-25/26,FAIRPRICE HUB,629117
"",KFC MGMT PTE LTD,190,LORONG 6 TOA PAYOH,01-578,-,310190
"",KFC MGMT PTE LTD,17,PETIR ROAD,"#B2-54-56",HILLION MALL,678289
"",KFC MGMT PTE LTD,35,JALAN MAS PUTEH,-,PASIR PANJANG GARDENS,1  2  8  6  35
"",KFC MGMT PTE LTD,133,NEW BRIDGE ROAD,01-35,CHINATOWN POINT,0  5  9  4 13
"",KFC MGMT PTE LTD,80,MANDAI LAKE ROAD,-,"SINGAPORE ZOOLOGICAL GARDENSKIDSWORLD",729826
"",KFC MGMT PTE LTD,30,YISHUN STREET 81,01-02,"NEE SOON SOUTH COMMUNITYCLUB",768455
"",KFC MGMT PTE LTD,701A,YISHUN AVENUE 5,01-06,-,761701
"",KFC MGMT PTE LTD,51,"CHANGI BUSINESS PARKCENTRAL 2",01-15,"SIGNATURE, THE",4  8  6  066
"",KFC MGMT PTE LTD,9,BISHAN PLACE,01-21,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",KFC MGMT PTE LTD,209,NEW UPPER CHANGI ROAD,01-633,-,460209
"",KFC MGMT PTE LTD,1,HOUGANG STREET 91,0 1-24/25,-,538692
"",KFC MGMT PTE LTD,311,New Upper Changi Road,B2-06/33,BEDOK MALL,467360
"",KFC MGMT PTE LTD,360,BALESTIER ROAD,01-13,SHAW PLAZA,3  2   9  783
"",KFC MGMT PTE LTD,102,TOWNER ROAD,0  1 -246/248,-,322102
"",KFC MGMT PTE LTD,180,KITCHENER ROAD,B1-29/30,-,208539
"",KFC MGMT PTE LTD,76,NANYANG DRIVE,"N  2,1-01-04",NTU,637331
"",KFC MGMT PTE LTD,21,CHOA CHU KANG NORTH 6,0 1-19/20,YEWTEE POINT,6  8  9  578
"",KFC MGMT PTE LTD,2,JURONG EAST CENTRAL 1,0 4-08/20,-,609731
"",KFC MGMT PTE LTD,50,Jurong Gateway Road,B1-04,JURONG EAST MALL (JEM),608549
KFC MGMT PTE LTD,31,BEACH VIEW,"01-01/02-#A09-A10",-,098008
KFC MGMT PTE LTD,162,BUKIT MERAH CENTRAL,01-3555,-,150162
KFC MGMT PTE LTD,370,ALEXANDRA ROAD,0 1-15/16,ANCHORPOINT SHOPPING CENTRE,1  5  9  9  5 3
KFC MGMT PTE LTD,500,DOVER ROAD,-,"SINGAPORE POLYTECHNICCANTEEN 5 STALL 3",139651
KFC MGMT PTE LTD,238,THOMSON ROAD,0 1-16/17,NOVENA SQUARE,3  0  7  6  83
KFC MGMT PTE LTD,901,EAST COAST ROAD,-,7 SIGLAP SHOPPING CENTRE,459104
KFC MGMT PTE LTD,205,HOUGANG STREET 21,01-13,HEARTLAND MALL- KOVAN,5  3  0   2 05
KFC MGMT PTE LTD,1,CHOA CHU KANG STREET 53,03-02,CHOA CHU KANG STADIUM,6  8  9  2  36
KFC MGMT PTE LTD,21,JURONG EAST STREET 31,02-01,"JURONG EAST SPORTS &RECREATION CENTRE",609517
