,Name,Address1,Address2,Address3,Address4,Postal,lng,lat,full_address
2441,SWEE HENG 1989 CLASSIC,63,JURONG WEST CENTRAL 3,03-31,JURONG POINT,648331,103.70706,1.34008,63 JURONG WEST CENTRAL 3 03-31 JURONG POINT
2442,SWEE HENG 1989 CLASSIC,3155,COMMONWEALTH AVENUE WEST,B1-K1/K2,THE CLEMENTI MALL,129588,103.7644245,1.3149,3155 COMMONWEALTH AVENUE WEST B1-K1/K2 THE CLEMENTI MALL
2443,SWEE HENG 1989 CLASSIC,,51 TAMPINES AVENUE 4,B1-40/41,OUR TAMPINES HUB,529684,103.9404105,1.353141, 51 TAMPINES AVENUE 4 B1-40/41 OUR TAMPINES HUB
2446,SWEE HENG 1989 CLASSIC,11,COLLYER QUAY,01-11,"ARCADE, THE",049317,103.8520575,1.2836159999999999,"11 COLLYER QUAY 01-11 ARCADE, THE"
2447,SWEE HENG 1989 CLASSIC,11,RIVERVALE CRESCENT,01-25,RIVERVALE MALL,545082,103.904226,1.392228,11 RIVERVALE CRESCENT 01-25 RIVERVALE MALL
2448,SWEE HENG BAKERY PTE LTD,762,JURONG WEST STREET 75,01-256,,640762,103.69764,1.3488120000000001,762 JURONG WEST STREET 75 01-256 
2449,SWEE HENG BAKERY PTE LTD,1,GEYLANG SERAI,01-197,,402001,103.8982275,1.316736,1 GEYLANG SERAI 01-197 
2450,SWEE HENG BAKERY PTE LTD,678A,WOODLANDS AVENUE 6,01-12,MULTI STOREY CAR PARK,731678,103.801761,1.4405489999999999,678A WOODLANDS AVENUE 6 01-12 MULTI STOREY CAR PARK
2451,SWEE HENG BAKERY PTE LTD,888,WOODLANDS DRIVE 50,01-747,888 PLAZA,730888,103.7953125,1.43712,888 WOODLANDS DRIVE 50 01-747 888 PLAZA
2452,SWEE HENG BAKERY PTE LTD,118,RIVERVALE DRIVE,01-17,RIVERVALE PLAZA,540118,103.9020885,1.385532,118 RIVERVALE DRIVE 01-17 RIVERVALE PLAZA
2453,SWEE HENG BAKERY PTE LTD,201E,TAMPINES STREET 23,01-88,,527201,103.953951,1.353276,201E TAMPINES STREET 23 01-88 
2454,SWEE HENG BAKERY PTE LTD,253,CHOA CHU KANG AVENUE 1,B1-19,KEAT HONG SHOPPING CENTRE,680253,103.744368,1.377414,253 CHOA CHU KANG AVENUE 1 B1-19 KEAT HONG SHOPPING CENTRE
2455,SWEE HENG BAKERY PTE LTD,476,"UPPER SERANGOON VIEW, HOUGANG CAPEVIEW",02-16,MULTI STOREY CARPARK,530476,103.903713,1.377432,"476 UPPER SERANGOON VIEW, HOUGANG CAPEVIEW 02-16 MULTI STOREY CARPARK"
2456,SWEE HENG BAKERY PTE LTD,308C,PUNGGOL WALK,01-306,WATERWAY TERRACES 1,823308,103.8990735,1.408005,308C PUNGGOL WALK 01-306 WATERWAY TERRACES 1
2457,SWEE HENG BAKERY PTE LTD,511,CANBERRA ROAD,01-07,SEMBAWANG MART,750511,103.819725,1.453653,511 CANBERRA ROAD 01-07 SEMBAWANG MART
2458,SWEE HENG BAKERY PTE LTD,27,BENDEMEER ROAD,01-637,BENDEMEER SHOPPING MALL,330027,103.86354,1.31838,27 BENDEMEER ROAD 01-637 BENDEMEER SHOPPING MALL
2459,SWEE HENG BAKERY PTE LTD,548,WOODLANDS DRIVE 44,01-19,VISTA POINT,730548,103.793643,1.43073,548 WOODLANDS DRIVE 44 01-19 VISTA POINT
2460,SWEE HENG BAKERY PTE LTD,507,YISHUN AVENUE 4,01-03,,760507,103.839831,1.415178,507 YISHUN AVENUE 4 01-03 
2461,SWEE HENG BAKERY PTE LTD,5,LOWER KENT RIDGE ROAD,01-01,NUH MAIN BUILDING LOBBY LEVEL 1,119074,103.7827935,1.293813,5 LOWER KENT RIDGE ROAD 01-01 NUH MAIN BUILDING LOBBY LEVEL 1
2462,SWEE HENG BAKERY PTE LTD,960,JURONG WEST STREET 92,01-186,,640960,103.6914615,1.341387,960 JURONG WEST STREET 92 01-186 
2463,SWEE HENG BAKERY PTE LTD,252,JURONG EAST STREET 24,01-179,,600252,103.7381445,1.343025,252 JURONG EAST STREET 24 01-179 
2464,SWEE HENG BAKERY PTE LTD,11,BEDOK NORTH STREET 1,01-21,HEARTBEAT @ BEDOK,469662,103.9326099478,1.3273499222,11 BEDOK NORTH STREET 1 01-21 HEARTBEAT @ BEDOK
2465,SWEE HENG BAKERY PTE LTD,445,FAJAR ROAD,01-522,,670445,103.7705985,1.383741,445 FAJAR ROAD 01-522 
2466,SWEE HENG BAKERY PTE LTD,306,UBI AVENUE 1,01-201,,400306,103.901931,1.329867,306 UBI AVENUE 1 01-201 
2467,SWEE HENG BAKERY PTE LTD,768,WOODLANDS AVENUE 6,01-28,WOODLANDS MART,730768,103.7981295,1.4456609999999999,768 WOODLANDS AVENUE 6 01-28 WOODLANDS MART
2468,SWEE HENG BAKERY PTE LTD,504,JURONG WEST STREET 51,01-243,,640504,103.718844,1.349829,504 JURONG WEST STREET 51 01-243 
2469,SWEE HENG BAKERY PTE LTD,495,JURONG WEST STREET 41,01-98,,640495,103.724361,1.349694,495 JURONG WEST STREET 41 01-98 
2471,SWEE HENG BAKERY PTE LTD,372,BUKIT BATOK STREET 31,01-372,,650372,103.7510235,1.358811,372 BUKIT BATOK STREET 31 01-372 
2472,SWEE HENG BAKERY PTE LTD,221,BOON LAY PLACE,01-158,BOON LAY SHOPPING CENTRE,640221,103.712553,1.346517,221 BOON LAY PLACE 01-158 BOON LAY SHOPPING CENTRE
2473,SWEE HENG BAKERY PTE LTD,37,TEBAN GARDENS ROAD,01-310,,600037,103.742766,1.320552,37 TEBAN GARDENS ROAD 01-310 
2474,SWEE HENG BAKERY PTE LTD,23,Serangoon Central,03-42,NEX FAIRPRICE XTRA,556083,103.87273,1.35119,23 Serangoon Central 03-42 NEX FAIRPRICE XTRA
2475,SWEE HENG BAKERY PTE LTD,26A,CHAI CHEE ROAD,01-403,,461026,103.923495,1.323702,26A CHAI CHEE ROAD 01-403 
2476,SWEE HENG BAKERY PTE LTD,308,ANCHORVALE ROAD,01-06,MULTI STOREY CAR PARK,540308,103.886424,1.389546,308 ANCHORVALE ROAD 01-06 MULTI STOREY CAR PARK
2477,308C,PUNGGOL WALK,01-306,WATERWAY TERRACES 1,823308,,103.90095,1.40648,PUNGGOL WALK 01-306 WATERWAY TERRACES 1 823308
2478,1,GEYLANG SERAI,01-197,,,402001,103.8982275,1.316736,GEYLANG SERAI 01-197  
2479,372,BUKIT BATOK STREET 31,01-372,,,650372,103.7490398339,1.3587942058,BUKIT BATOK STREET 31 01-372  
2481,330,ANCHORVALE STREET,01-03,,,540330,103.891365,1.395702,ANCHORVALE STREET 01-03  
2482,501,PASIR RIS DRIVE 3,01-K6,,,519490,103.9542616283,1.3752356062,PASIR RIS DRIVE 3 01-K6  
2483,306,UBI AVENUE 1,01-201,,,400306,103.8992688768,1.3265347577,UBI AVENUE 1 01-201  
2484,476,"UPPER SERANGOON VIEW, HOUGANG CAPEVIEW",02-16,MULTI STOREY CARPARK,,530476,103.903713,1.377432,"UPPER SERANGOON VIEW, HOUGANG CAPEVIEW 02-16 MULTI STOREY CARPARK "
2485,445,FAJAR ROAD,01-522,,,670445,103.7692533714,1.3815671226,FAJAR ROAD 01-522  
2486,253,CHOA CHU KANG AVENUE 1,B1-19,KEAT HONG SHOPPING CENTRE,6  8  0  2  53,,103.7443400006,1.3768799961,CHOA CHU KANG AVENUE 1 B1-19 KEAT HONG SHOPPING CENTRE 6  8  0  2  53
2487,678A,WOODLANDS AVENUE 6,01-12,MULTI STOREY CAR PARK,,731678,103.78698,1.43585,WOODLANDS AVENUE 6 01-12 MULTI STOREY CAR PARK 
2488,201E,TAMPINES STREET 23,01-88,,,527201,103.953483,1.35378,TAMPINES STREET 23 01-88  
2489,215C,COMPASSVALE DRIVE,01-05,,,543215,103.8991183128,1.3871308174,COMPASSVALE DRIVE 01-05  
2490,548,WOODLANDS DRIVE 44,01-19,VISTA POINT,,730548,103.78698,1.43585,WOODLANDS DRIVE 44 01-19 VISTA POINT 
2491,507,YISHUN AVENUE 4,01-03,,,760507,103.8408003239,1.4188187184,YISHUN AVENUE 4 01-03  
2492,68,GEYLANG BAHRU,01-3227,,,330068,103.8705728097,1.3221980682,GEYLANG BAHRU 01-3227  
2493,449,ANG MO KIO AVENUE 10,01-1727,,560449,,103.84546,1.37161,ANG MO KIO AVENUE 10 01-1727  560449
2494,118,RIVERVALE DRIVE,01-17,RIVERVALE PLAZA,5  4  0  118,,103.90302,1.38772,RIVERVALE DRIVE 01-17 RIVERVALE PLAZA 5  4  0  118
2495,504,JURONG WEST STREET 51,01-243,,,640504,103.7203806277,1.3481450543,JURONG WEST STREET 51 01-243  
2496,511,CANBERRA ROAD,01-07,SEMBAWANG MART,,750511,103.8199312525,1.4519170809,CANBERRA ROAD 01-07 SEMBAWANG MART 
2497,SWEE HENG BAKERY PTE LTD,818,CHOA CHU KANG AVENUE 1,01-03,,680818,103.7488275,1.3780350000000001,818 CHOA CHU KANG AVENUE 1 01-03 
2498,SWEE HENG BAKERY PTE LTD,1,JELEBU ROAD,01-22B,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 01-22B BUKIT PANJANG PLAZA
2499,SWEE HENG BAKERY PTE LTD,12,HAIG ROAD,01-333,,430012,103.8961305,1.315611,12 HAIG ROAD 01-333 
2500,SWEE HENG BAKERY PTE LTD,888,WOODLANDS DRIVE 50,01-747,888 PLAZA,730888,103.7953125,1.43712,888 WOODLANDS DRIVE 50 01-747 888 PLAZA
2501,SWEE HENG BAKERY PTE LTD,762,JURONG WEST STREET 75,01-256,,640762,103.69764,1.3488120000000001,762 JURONG WEST STREET 75 01-256 
2502,SWEE HENG BAKERY PTE LTD,960,JURONG WEST STREET 92,01-186,,640960,103.6914615,1.341387,960 JURONG WEST STREET 92 01-186 
2503,SWEE HENG BAKERY PTE LTD,252,JURONG EAST STREET 24,01-179,,600252,103.7381445,1.343025,252 JURONG EAST STREET 24 01-179 
2505,SWEE HENG BAKERY PTE LTD,221,BOON LAY PLACE,01-158,BOON LAY SHOPPING CENTRE,640221,103.712553,1.346517,221 BOON LAY PLACE 01-158 BOON LAY SHOPPING CENTRE
2506,SWEE HENG BAKERY PTE LTD,818,CHOA CHU KANG AVENUE 1,01-03,,680818,103.7488275,1.3780350000000001,818 CHOA CHU KANG AVENUE 1 01-03 
2507,SWEE HENG BAKERY PTE LTD,1,JELEBU ROAD,01-22B,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 01-22B BUKIT PANJANG PLAZA
2508,SWEE HENG BAKERY PTE LTD,37,TEBAN GARDENS ROAD,01-310,,600037,103.742766,1.320552,37 TEBAN GARDENS ROAD 01-310 
2509,SWEE HENG BAKERY PTE LTD,53,ANG MO KIO AVENUE 3,B2-26,FAIRPRICE XTRA @ AMK HUB,569933,103.8484125,1.3691879999999998,53 ANG MO KIO AVENUE 3 B2-26 FAIRPRICE XTRA @ AMK HUB
2510,SweeT Rex (S3) @ Mei Ling Market & Food Centre,159,MEI CHIN ROAD,02-47,Mei Ling Market & Food Centre,140159,103.8028700255,1.29295007,159 MEI CHIN ROAD 02-47 Mei Ling Market & Food Centre
2511,Swensen's Restaurant,1,WOODLANDS SQUARE,02-02,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 02-02 CAUSEWAY POINT
2512,Swensen's Restaurant,1,BUKIT BATOK CENTRAL LINK,02-05,WEST MALL,658713,103.749354,1.350018,1 BUKIT BATOK CENTRAL LINK 02-05 WEST MALL
2513,Swensen's Restaurant,2,ORCHARD TURN,B1-31,ION ORCHARD,238801,103.831722,1.30437,2 ORCHARD TURN B1-31 ION ORCHARD
2514,Swensen's Restaurant,60,AIRPORT BOULEVARD,01-01,CHANGI AIRPORT TERMINAL 2,819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 01-01 CHANGI AIRPORT TERMINAL 2
2515,Swensen's Restaurant,10,EUNOS ROAD,02-136/137,SINGPOST CENTRE,408600,103.894505348,1.318956999,10 EUNOS ROAD 02-136/137 SINGPOST CENTRE
2516,Swensen's Restaurant,83,PUNGGOL CENTRAL,02-35,WATERWAY POINT (WEST WING),828761,103.9018000589,1.4057800345,83 PUNGGOL CENTRAL 02-35 WATERWAY POINT (WEST WING)
2517,Swensen's Restaurant,4,TAMPINES CENTRAL 5,03-30,TAMPINES MALL,529510,103.944663,1.352592,4 TAMPINES CENTRAL 5 03-30 TAMPINES MALL
2518,Swensen's Restaurant,1,PASIR RIS CLOSE,02-121/122,E! HUB @ DOWNTOWN EAST,519599,103.9555299339,1.3771599484000001,1 PASIR RIS CLOSE 02-121/122 E! HUB @ DOWNTOWN EAST
2519,Swensen's Restaurant,1,JELEBU ROAD,03-04,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 03-04 BUKIT PANJANG PLAZA
2520,Swensen's Restaurant,80,MARINE PARADE ROAD,B 1-33/34,PARKWAY PARADE,449269,103.905198,1.3015889999999999,80 MARINE PARADE ROAD B 1-33/34 PARKWAY PARADE
2521,Swensen's Restaurant,68,ORCHARD ROAD,03-23,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD 03-23 PLAZA SINGAPURA
2522,Swensen's Restaurant,53,ANG MO KIO AVENUE 3,B1-25/26,ANG MO KIO HUB,569933,103.848290055,1.36907003,53 ANG MO KIO AVENUE 3 B1-25/26 ANG MO KIO HUB
2523,Swensen's Restaurant,930,YISHUN AVENUE 2,02-14,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 02-14 NORTHPOINT
2524,Swensen's Restaurant,33,SENGKANG WEST AVENUE,02-11/12,THE SELETAR MALL,797653,103.876236,1.3914,33 SENGKANG WEST AVENUE 02-11/12 THE SELETAR MALL
2525,Swensen's Restaurant,9,BISHAN PLACE,01-39,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 01-39 JUNCTION 8 SHOPPING CENTRE
2526,Swensen's Restaurant,30,SEMBAWANG DRIVE,02-21/22,SUN PLAZA,757713,103.8195,1.448199,30 SEMBAWANG DRIVE 02-21/22 SUN PLAZA
2527,Swensen's Restaurant,301,UPPER THOMSON ROAD,03-23,THOMSON PLAZA,574408,103.8308265,1.3548149999999999,301 UPPER THOMSON ROAD 03-23 THOMSON PLAZA
2528,Swensen's Restaurant,311,NEW UPPER CHANGI ROAD,01-77,BEDOK MALL,467360,103.9292685,1.324773,311 NEW UPPER CHANGI ROAD 01-77 BEDOK MALL
2529,Swensen's Restaurant,2,JURONG EAST STREET 21,01-111,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 01-111 IMM BUILDING
2530,Swensen's Restaurant,63,JURONG WEST CENTRAL 3,B1-64,JURONG POINT SHOPPING CENTRE,648331,103.70706,1.34008,63 JURONG WEST CENTRAL 3 B1-64 JURONG POINT SHOPPING CENTRE
2531,Swensen's Restaurant,200,VICTORIA STREET,01-68,PARCO BUGIS JUNCTION,188021,103.8553875,1.298988,200 VICTORIA STREET 01-68 PARCO BUGIS JUNCTION
2532,Swensen's Restaurant,1,SENGKANG SQUARE,B1-16,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE B1-16 COMPASS ONE
2533,Swensen's Restaurant,23,SERANGOON CENTRAL,02-07/08,NEX MALL,556083,103.872294,1.350765,23 SERANGOON CENTRAL 02-07/08 NEX MALL
2534,Swensen's Restaurant,3155,COMMONWEALTH AVENUE WEST,05-31/32/33,THE CLEMENTI MALL,129588,103.7644245,1.3149,3155 COMMONWEALTH AVENUE WEST 05-31/32/33 THE CLEMENTI MALL
2535,TAKARA GRILLED SEAFOOD,500,CLEMENCEAU AVENUE NORTH,01-23,NEWTON FOOD CENTRE,229495,103.8397545,1.3120560000000001,500 CLEMENCEAU AVENUE NORTH 01-23 NEWTON FOOD CENTRE
2536,Takde Nama,1,GEYLANG SERAI,02-110,,402001,103.8982275,1.316736,1 GEYLANG SERAI 02-110 
2537,TAKE A BAKE,304,Woodlands St 31,01-113,,730304,103.773852,1.4298929999999999,304 Woodlands St 31 01-113 
2538,Take Away,409,EUNOS ROAD 2,01-03A,,409388,103.9018905,1.319337,409 EUNOS ROAD 2 01-03A 
2539,Tambuah Mas Indonesian Restaurant,290,ORCHARD ROAD,B1-44,"PARAGON, THE",238859,103.835988,1.3040370000000001,"290 ORCHARD ROAD B1-44 PARAGON, THE"
2540,Tambuah Mas Indonesian Restaurant,19,TANGLIN ROAD,04-10,TANGLIN SHOPPING CENTRE,247909,103.826862,1.306377,19 TANGLIN ROAD 04-10 TANGLIN SHOPPING CENTRE
2541,Tang Tea House Hong Kong Cafe,357 / 359,BEDOK ROAD,01,,469545,103.947039,1.331577,357 / 359 BEDOK ROAD 01 
2542,Tang Tea House Hong Kong Cafe,355,BEDOK ROAD,,,469545,103.9470795,1.331541,355 BEDOK ROAD  
2543,Tang Tea House Hong Kong Cafe,242,JALAN KAYU,,,799466,103.8734145,1.3977,242 JALAN KAYU  
2544,Tang Tea House Hong Kong Cafe,57,LORONG BEKUKONG,,,499173,103.9878405,1.390149,57 LORONG BEKUKONG  
2545,Tantalising Western Food (S2) @ West Spring Sec Sch,61,SENJA ROAD,,WEST SPRING SECONDARY SCHOOL,677737,103.759893,1.387548,61 SENJA ROAD  WEST SPRING SECONDARY SCHOOL
2546,Taste Garden,81,LORONG CHENCHARU,02/03,,769198,103.8295035,1.412784,81 LORONG CHENCHARU 02/03 
2547,TASTE OF HOME (S5) @ CANTONMENT PRI SCH,1,Cantonment Close,,Cantonment Primary School,088256,103.8399345,1.275228,1 Cantonment Close  Cantonment Primary School
2548,TASTE OF INDIA RESTAURANT PTE. LTD.,77,RANGOON ROAD,01-01,,218365,103.8540555,1.313829,77 RANGOON ROAD 01-01 
2549,Tasty Wok (S2) @ Kopitiam Changi General Hospital,2,SIMEI STREET 3,01-20,CHANGI GENERAL HOSPITAL,529889,103.9493385,1.340091,2 SIMEI STREET 3 01-20 CHANGI GENERAL HOSPITAL
2550,T-CAFE,180,ANG MO KIO AVENUE 8,01,NANYANG POLYTECHNIC (BLK T),569830,103.8482500384,1.3799000077999999,180 ANG MO KIO AVENUE 8 01 NANYANG POLYTECHNIC (BLK T)
2551,Telok Ayer Fishball Noodle (S4) @ Eden Garden Cafe,121,TELOK AYER STREET,,,068590,103.84812,1.28124,121 TELOK AYER STREET  
2552,Tenderbest,826,TAMPINES STREET 81,01-86,,520826,103.933611,1.349343,826 TAMPINES STREET 81 01-86 
2553,Tenderbest,803,Keat Hong Close,01-01,,680803,103.742757,1.374156,803 Keat Hong Close 01-01 
2554,Tenderbest,2A,EUNOS CRESCENT,0 1-2431,,401002,103.903191,1.320201,2A EUNOS CRESCENT 0 1-2431 
2555,Tenderbest,959,JURONG WEST STREET 92,01-150,,640959,103.690755,1.341477,959 JURONG WEST STREET 92 01-150 
2556,Tenderbest,501,JURONG WEST STREET 51,01-251,,640501,103.718979,1.350144,501 JURONG WEST STREET 51 01-251 
2558,Tenderbest,150,PANDAN GARDENS,01-02,AYER RAJAH COMMUNITY CENTRE,609335,103.7475,1.320957,150 PANDAN GARDENS 01-02 AYER RAJAH COMMUNITY CENTRE
2559,Tenderbest,888,WOODLANDS DRIVE 50,01-733,888 PLAZA,730888,103.7953125,1.43712,888 WOODLANDS DRIVE 50 01-733 888 PLAZA
2560,Tenderbest,768,WOODLANDS AVENUE 6,01-30,WOODLANDS MART,730768,103.7981295,1.4456609999999999,768 WOODLANDS AVENUE 6 01-30 WOODLANDS MART
2561,Tenderbest,824,TAMPINES STREET 81,01-38,,520824,103.9327155,1.349037,824 TAMPINES STREET 81 01-38 
2562,Tenderbest,143,TECK WHYE LANE,01-245,,680143,103.7531025,1.380492,143 TECK WHYE LANE 01-245 
2563,Tenderbest,608,ANG MO KIO AVENUE 5,01-2771,,560608,103.8369375,1.37871,608 ANG MO KIO AVENUE 5 01-2771 
2564,Tenderbest,4A,LOYANG LANE,01-06,,508923,103.9704345,1.371483,4A LOYANG LANE 01-06 
2565,Tenderbest,671,EDGEFIELD PLAINS (HAPPY HAWKERS),01-01,,820671,103.9119885,1.405638,671 EDGEFIELD PLAINS (HAPPY HAWKERS) 01-01 
2566,Tenderbest,638A,JURONG WEST STREET 61,01-22,PIONEER MALL,641638,103.697586,1.3419539999999999,638A JURONG WEST STREET 61 01-22 PIONEER MALL
2567,Tenderfresh Classic,11,TANJONG KATONG ROAD,B1-K3,ONE KM,437157,103.8947265,1.314603,11 TANJONG KATONG ROAD B1-K3 ONE KM
2568,Tenderfresh Classic,83,Punggol Central,B2-04,Waterway Point (West Wing),828761,103.9018000589,1.4057800345,83 Punggol Central B2-04 Waterway Point (West Wing)
2569,Tenderfresh Classic,9,CHEONG CHIN NAM ROAD,,,599734,103.7751795,1.342755,9 CHEONG CHIN NAM ROAD  
2570,Tenderfresh Classic,930,YISHUN AVENUE 2,B1-53,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 B1-53 NORTHPOINT
2571,Tenderfresh Classic,51,Tampines Avenue 4,01-102,Tampines Hub,529684,103.9404105,1.353141,51 Tampines Avenue 4 01-102 Tampines Hub
2572,Tenderfresh Xpress,21,CHOA CHU KANG NORTH 6,B1-37,YEWTEE POINT,689578,103.746663,1.3970609999999999,21 CHOA CHU KANG NORTH 6 B1-37 YEWTEE POINT
2573,Tenderfresh Xpress,118,RIVERVALE DRIVE,01-K18,RIVERVALE PLAZA,540118,103.9020885,1.385532,118 RIVERVALE DRIVE 01-K18 RIVERVALE PLAZA
2574,Tenderfresh Xpress,1,WOODLANDS SQUARE,B 1-K14,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE B 1-K14 CAUSEWAY POINT
2575,Tenderfresh Xpress,512,TAMPINES CENTRAL 1,01-01,TAMPINES BUS INTERCHANGE,520512,103.9433355,1.354032,512 TAMPINES CENTRAL 1 01-01 TAMPINES BUS INTERCHANGE
2576,Teppan-Yaki,1,Northpoint Drive,B1-200,Northpoint City,768019,103.8361725,1.427868,1 Northpoint Drive B1-200 Northpoint City
2577,Teppanyaki (M2)@Foodjunction Junction 8,9,BISHAN PLACE,04-01,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 04-01 JUNCTION 8 SHOPPING CENTRE
2578,TEPPAN-YAKI (S23) @ AMK HUB NTUC FOOD FARE,53,ANG MO KIO AVENUE 3,03-02,AMK HUB,569933,103.8484125,1.3691879999999998,53 ANG MO KIO AVENUE 3 03-02 AMK HUB
2580,Texas Chicken,18,Marina Gardens Drive,01-02,Gardens by the Bay,018953,103.8657599706,1.2819700294,18 Marina Gardens Drive 01-02 Gardens by the Bay
2581,Texas Chicken,1,WOODLANDS SQUARE,0  1-14/15,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 0  1-14/15 CAUSEWAY POINT
2582,Texas Chicken,1,"VISTA EXCHANGE GREEN,",B1-13,STAR VISTA,138617,103.788153,1.306719,"1 VISTA EXCHANGE GREEN, B1-13 STAR VISTA"
2583,Texas Chicken,5,"CHANGI BUSINESS PARK CENTRAL 1,",B1-30,CHANGI CITY POINT,486038,103.963023,1.334088,"5 CHANGI BUSINESS PARK CENTRAL 1, B1-30 CHANGI CITY POINT"
2584,Texas Chicken,23,SERANGOON CENTRAL,04-18/19/20,NEX Mall,556083,103.872294,1.350765,23 SERANGOON CENTRAL 04-18/19/20 NEX Mall
2585,Texas Chicken,176,ORCHARD ROAD,B1-07,THE CENTREPOINT,238843,103.839912,1.301652,176 ORCHARD ROAD B1-07 THE CENTREPOINT
2586,Texas Chicken,33,SENGKANG WEST AVENUE,B1-06/07,THE SELETAR MALL,797653,103.876236,1.3914,33 SENGKANG WEST AVENUE B1-06/07 THE SELETAR MALL
2587,Texas Chicken,476,Upper Serangoon View,02-17,Multi Storey Car Park,530476,103.903713,1.377432,476 Upper Serangoon View 02-17 Multi Storey Car Park
2588,Texas Chicken,1,HARBOURFRONT WALK,B2-24,VIVO CITY,098585,103.822398,1.264383,1 HARBOURFRONT WALK B2-24 VIVO CITY
2589,Texas Chicken,1,KIM SENG PROMENADE,01-21,GREAT WORLD CITY,237994,103.831812,1.294047,1 KIM SENG PROMENADE 01-21 GREAT WORLD CITY
2590,Texas Chicken,26,SENTOSA GATEWAY,B1-215,RESORTS WORLD SENTOSA,098138,103.821111,1.2565439999999999,26 SENTOSA GATEWAY B1-215 RESORTS WORLD SENTOSA
2591,Texas Chicken,445,BEDOK NORTH STREET 1,0 1-01-02,DJITSUN MALL BEDOK,469661,103.9295835,1.326114,445 BEDOK NORTH STREET 1 0 1-01-02 DJITSUN MALL BEDOK
2592,Texas Chicken,2,TAMPINES CENTRAL 5,05-03,CENTURY SQUARE,529509,103.9437855,1.352358,2 TAMPINES CENTRAL 5 05-03 CENTURY SQUARE
2593,Texas Chicken,1,EXPO DRIVE,01-42,SINGAPORE EXPO,486150,103.96126,1.33586,1 EXPO DRIVE 01-42 SINGAPORE EXPO
2594,TF TENDERFRESH PASTA AND BROILER,476D,Upper Serangoon View,02-05,NTUC FOODFARE,537476,103.903623,1.377918,476D Upper Serangoon View 02-05 NTUC FOODFARE
2595,TF TENDERFRESH PASTA AND BROILER,258,PASIR RIS STREET 21,01-21,LOYANG POINT,510258,103.964634,1.367064,258 PASIR RIS STREET 21 01-21 LOYANG POINT
2596,TFF BONELESS CHICKEN RICE,1,BEDOK ROAD,01-22,,469572,103.955481,1.320345,1 BEDOK ROAD 01-22 
2597,Thai Dynasty Makan (S10) @ Cantine Jurong Point,1,JURONG WEST CENTRAL 2    B1 42/43/44,,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2    B1 42/43/44  JURONG POINT
2598,Thaksin Beef Noodle,449,CLEMENTI AVENUE 3,01-211,,120449,103.764996,1.313208,449 CLEMENTI AVENUE 3 01-211 
2599,Thaksin Beef Noodle,2,SEAH IM ROAD,01-44,,099114,103.819248,1.26657,2 SEAH IM ROAD 01-44 
2600,The Arena @ Singapore Sports School (Mngd by Sodexo),1,CHAMPIONS WAY,02-50,,737913,103.789431,1.426509,1 CHAMPIONS WAY 02-50 
2601,THE COFFEE BEAN & TEA LEAF,1,Northpoint Drive,01-110,Northpoint City Shopping Centre,768019,103.8361725,1.427868,1 Northpoint Drive 01-110 Northpoint City Shopping Centre
2602,THE COFFEE BEAN & TEA LEAF,10,Airport Boulevard,02-36,Terminal 4,819665,103.982724,1.339038,10 Airport Boulevard 02-36 Terminal 4
2603,THE COFFEE BEAN & TEA LEAF,10,EUNOS ROAD 8,0  1-144/145,SINGAPORE POST CENTRE,408600,103.894506,1.318959,10 EUNOS ROAD 8 0  1-144/145 SINGAPORE POST CENTRE
2604,THE COFFEE BEAN & TEA LEAF,68,ORCHARD ROAD,05-20,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD 05-20 PLAZA SINGAPURA
2605,THE COFFEE BEAN & TEA LEAF,1,EXPO DRIVE,02-02,SINGAPORE EXPO,486150,103.96126,1.33586,1 EXPO DRIVE 02-02 SINGAPORE EXPO
2606,THE COFFEE BEAN & TEA LEAF,80,AIRPORT BOULEVARD,02-04,CHANGI AIRPORT TERMINAL 1,819642,103.990842,1.362537,80 AIRPORT BOULEVARD 02-04 CHANGI AIRPORT TERMINAL 1
2607,THE COFFEE BEAN & TEA LEAF,1,HarbourFront Walk,02-03/04,VivoCity,098585,103.822398,1.264383,1 HarbourFront Walk 02-03/04 VivoCity
