,Name,Address1,Address2,Address3,Address4,Postal,lng,lat,full_address
1445,McDonald's - McCafe,632,BUKIT BATOK CENTRAL,01-138,/ #01 140 / #01 142,650632,103.7505375,1.349415,632 BUKIT BATOK CENTRAL 01-138 / #01 140 / #01 142
1446,McDonald's - McCafe,3155,COMMONWEALTH AVENUE WEST,01-06,/07/08/09 THE CLEMENTI MALL,129588,103.7644245,1.3149,3155 COMMONWEALTH AVENUE WEST 01-06 /07/08/09 THE CLEMENTI MALL
1447,McDonald's - McCafe,1,JELEBU ROAD,02-01,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 02-01 BUKIT PANJANG PLAZA
1448,McDonald's - McCafe,50,JURONG GATEWAY ROAD,01-63,"& #02  55, JEM",608549,103.743261,1.332549,"50 JURONG GATEWAY ROAD 01-63 & #02  55, JEM"
1449,McDonald's - McCafe,101,THOMSON ROAD,B 1-11/12,UNITED SQUARE,307591,103.843872,1.317141,101 THOMSON ROAD B 1-11/12 UNITED SQUARE
1450,McDonald's - McCafe,930,YISHUN AVENUE 2,01-12/13,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 01-12/13 NORTHPOINT
1451,McDonald's - McCafe,90,HOUGANG AVENUE 10,0 1-16/17,HOUGANG MALL,538766,103.893696,1.372203,90 HOUGANG AVENUE 10 0 1-16/17 HOUGANG MALL
1452,McDonald's - McCafe,490,LORONG 6 TOA PAYOH,01-11,,310490,103.8483045,1.332648,490 LORONG 6 TOA PAYOH 01-11 
1453,McDonald's - McCafe,3,ANSON ROAD,01-03,SPRINGLEAF TOWER,079909,103.8462435,1.275093,3 ANSON ROAD 01-03 SPRINGLEAF TOWER
1454,McDonald's - McCafe,1,WOODLANDS SQUARE,01-35/36/37,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 01-35/36/37 CAUSEWAY POINT
1455,McDonald's - McCafe,9,BUONA VISTA DRIVE TOWER 1,01-08,THE METROPOLIS,138588,103.791231,1.306233,9 BUONA VISTA DRIVE TOWER 1 01-08 THE METROPOLIS
1456,McDonald's - McCafe,350,ORCHARD ROAD,0 5-12/13,", #05  21 SHAW HOUSE",238868,103.831506,1.3058100000000001,"350 ORCHARD ROAD 0 5-12/13 , #05  21 SHAW HOUSE"
1457,McDonald's - McCafe,10,ANG MO KIO STREET 12,,,567740,103.844826,1.372374,10 ANG MO KIO STREET 12  
1458,McDonald's - McCafe,33,SENGKANG WEST AVENUE,01-04/05/06,SELETAR MALL,797653,103.876236,1.3914,33 SENGKANG WEST AVENUE 01-04/05/06 SELETAR MALL
1459,McDonald's - McCafe,6,RAFFLES BOULEVARD,,02  156/157/166 MARINA SQUARE,039594,103.8575385,1.291275,6 RAFFLES BOULEVARD  02  156/157/166 MARINA SQUARE
1460,McDonald's - McCafe,311,NEW UPPER CHANGI ROAD,01-10/11,BEDOK MALL,467360,103.9292685,1.324773,311 NEW UPPER CHANGI ROAD 01-10/11 BEDOK MALL
1461,McDonald's - McCafe,1,PASIR RIS CLOSE,01-338,Downtown East,519599,103.9555299339,1.3771599484000001,1 PASIR RIS CLOSE 01-338 Downtown East
1462,McDonald's - McCafe,200,STADIUM BOULEVARD,,,397801,103.8818115,1.305387,200 STADIUM BOULEVARD  
1463,McDonald's - McCafe,1000,"EAST COAST PARKWAY, EAST COAST PARK",01-05,MARINE COVE,449876,103.9133925,1.3016429999999999,"1000 EAST COAST PARKWAY, EAST COAST PARK 01-05 MARINE COVE"
1464,McDonald's - McCafe,460,ALEXANDRA ROAD,01-25,PSA BUILDING (ALEXANDRA RETAIL CENTRE),119963,103.8018,1.27351,460 ALEXANDRA ROAD 01-25 PSA BUILDING (ALEXANDRA RETAIL CENTRE)
1465,McDonald's - McCafe,21,CHOA CHU KANG AVENUE 4,01-20,LOT 1 SHOPPER'S MALL,689812,103.7449755,1.38501,21 CHOA CHU KANG AVENUE 4 01-20 LOT 1 SHOPPER'S MALL
1466,McDonald's - McCafe,71,WEST COAST HIGHWAY,,,126844,103.7633085,1.297683,71 WEST COAST HIGHWAY  
1467,McDonald's - McCafe,583,ORCHARD ROAD,"B1-25,33-35",FORUM THE SHOPPING MALL,238884,103.8288015,1.306332,"583 ORCHARD ROAD B1-25,33-35 FORUM THE SHOPPING MALL"
1468,McDonald's - McCafe,60,YISHUN AVENUE 4,01-11,SAFRA YISHUN COUNTRY CLUB,769027,103.841136,1.424592,60 YISHUN AVENUE 4 01-11 SAFRA YISHUN COUNTRY CLUB
1469,McDonald's - McCafe,57,ANCHORVALE ROAD,02-03,SENG KANG SPORTS & RECREATION CENTRE,544964,103.8866625,1.396179,57 ANCHORVALE ROAD 02-03 SENG KANG SPORTS & RECREATION CENTRE
1470,McDonald's - McCafe,638,JURONG WEST STREET 61,01-01,PIONEER MALL,640638,103.6971765,1.341693,638 JURONG WEST STREET 61 01-01 PIONEER MALL
1471,McDonald's - McCafe,18,MARINA GARDENS DRIVE,02-04,(GARDENS BY THE BAY VISITORS CENTRE),018953,103.8657599706,1.2819700294,18 MARINA GARDENS DRIVE 02-04 (GARDENS BY THE BAY VISITORS CENTRE)
1472,McDonald's - McCafe,1,KIM SENG PROMENADE,0  1  -24/25/26,GREAT WORLD CITY,237994,103.831812,1.294047,1 KIM SENG PROMENADE 0  1  -24/25/26 GREAT WORLD CITY
1473,McDonald's - McCafe,26,SENTOSA GATEWAY,B1-211 TO 214,,098138,103.821111,1.2565439999999999,26 SENTOSA GATEWAY B1-211 TO 214 
1474,McDonald's - McCafe,60,"AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2",M016-017,"MEZZANINE LEVEL, ARRIVAL MEETING HALL SOUTH",819643,103.9895145,1.3541940000000001,"60 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2 M016-017 MEZZANINE LEVEL, ARRIVAL MEETING HALL SOUTH"
1475,McDonald's - McCafe,632,BEDOK RESERVOIR ROAD,01-850,,470632,103.914144,1.3320539999999998,632 BEDOK RESERVOIR ROAD 01-850 
1476,McDonald's - McCafe,1,MARINE PARADE CENTRAL,01-01,PARKWAY CENTRE,449408,103.9059945,1.301886,1 MARINE PARADE CENTRAL 01-01 PARKWAY CENTRE
1477,Meat Up Butchery Station @ The Meat Up,138,TAMPINES STREET 11,01-142,,521138,103.94559,1.345509,138 TAMPINES STREET 11 01-142 
1478,MEDITERRANEAN COUNTER @ CAROUSEL,25,SCOTTS ROAD,,SCOTTSWALK,228220,103.8321045,1.307169,25 SCOTTS ROAD  SCOTTSWALK
1479,Megapicks @ Courts Megastore,50,Tampines North Drive 2,,,528766,103.9336605,1.373337,50 Tampines North Drive 2  
1480,MEL'S DRIVE IN @ UNIVERSAL STUDIOS SINGAPORE (RWS),30,SENTOSA GATEWAY,01-303,,098269,103.8230145,1.2539609999999999,30 SENTOSA GATEWAY 01-303 
1481,Metta Cafe,32,SIMEI STREET 1,,METTA BUILDING,529950,103.9571200006,1.3464400483,32 SIMEI STREET 1  METTA BUILDING
1482,Minang House,304,ORCHARD ROAD,02-06,LUCKY PLAZA,238863,103.8337245,1.304307,304 ORCHARD ROAD 02-06 LUCKY PLAZA
1483,Minang House,304,ORCHARD ROAD,02-04,LUCKY PLAZA,238863,103.8337245,1.304307,304 ORCHARD ROAD 02-04 LUCKY PLAZA
1484,Minang Nasi Pandang (S8) @ The Food Market Century Square,2,TAMPINES CENTRAL 5,03-19,CENTURY SQUARE,529509,103.9437855,1.352358,2 TAMPINES CENTRAL 5 03-19 CENTURY SQUARE
1485,Minced Meat Noodle (S12) @ Kopitiam Changi General Hospital,2,SIMEI STREET 3,01-20,CHANGI GENERAL HOSPITAL,529889,103.9493385,1.340091,2 SIMEI STREET 3 01-20 CHANGI GENERAL HOSPITAL
1486,MINI WOK - KAMPONG HOUSE (S16) @ Food Junction Eastpoint Mall,3,SIMEI STREET 6,04-04,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 04-04 EASTPOINT MALL
1487,Mini Wok (S23)@ Jurong West Hawker Centre,637,JURONG WEST STREET 61,02-23,Jurong West Hawker Centre,640637,103.6979685,1.341567,637 JURONG WEST STREET 61 02-23 Jurong West Hawker Centre
1488,Mini Wok (S7) @ Flavours By Hesed&Emet,21,Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757,103.93268,1.34654,21 Tampines Ave 1 01-00 Temasek Polytechnic (Blk 23A)
1489,MINI WOK (S8) @ Institute of Mental Health,10,Buangkok View,,Institute Mental Health,539747,103.88474,1.38165,10 Buangkok View  Institute Mental Health
1490,Mini Wok Seafood @ Mr Teh Tarik Eating House,846,YISHUN RING ROAD,01-3603,YISHUN NEW TOWN,760846,103.8346425,1.416789,846 YISHUN RING ROAD 01-3603 YISHUN NEW TOWN
1491,Miniwok (S7) @ Fork & Spoon Toa Payoh,470,LORONG 6 TOA PAYOH,02-70,HDB HUB,310470,103.8493395,1.332036,470 LORONG 6 TOA PAYOH 02-70 HDB HUB
1492,MINORA CUISINE,117,SYED ALWI ROAD,,,207685,103.8549285,1.310013,117 SYED ALWI ROAD  
1493,Minum Kopi Cafe & Bakery,213,BEDOK NORTH STREET 1,,01  139/141/145,460213,103.932639,1.326357,213 BEDOK NORTH STREET 1  01  139/141/145
1494,Mix Economic Rice (S1) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551,103.6789000183,1.3446399583,60 NANYANG DRIVE B1 School of Biological Sciences
1495,Modern Grill Seafood,500,CLEMENCEAU AVENUE NORTH,01,,229495,103.8397545,1.3120560000000001,500 CLEMENCEAU AVENUE NORTH 01 
1496,MR Bakery,44,HOLLAND DRIVE,02-30,,270044,103.792779,1.308141,44 HOLLAND DRIVE 02-30 
1497,MR PNUT PANCAKE GROUP,3020,UBI AVENUE 2,01-107,,408896,103.89357,1.328022,3020 UBI AVENUE 2 01-107 
1498,Mr Prata (S2) @ Foodjunction Eastpoint,3,SIMEI STREET 6,04-04,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 04-04 EASTPOINT MALL
1499,Mr Teh Tarik Deli,15,PETIR ROAD,0  1-58/59/60,,678270,103.762845,1.378431,15 PETIR ROAD 0  1-58/59/60 
1500,Mr Teh Tarik Express,10,EUNOS ROAD 8,B  1-130/131,SINGAPORE POST CENTRE,408600,103.894506,1.318959,10 EUNOS ROAD 8 B  1-130/131 SINGAPORE POST CENTRE
1501,Mr Teh Tarik Express,930,YISHUN AVENUE 2,01-03,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 01-03 NORTHPOINT
1502,Mr Teh Tarik Seafood (S7) @ Mr Teh Tarik Eating House,204,BEDOK NORTH STREET 1,01-435,,460204,103.9299975,1.326357,204 BEDOK NORTH STREET 1 01-435 
1503,MR W KITCHEN & CAFE,80,Jurong East Street 21,01-05,DEVAN NAIR INSTITUTE,609607,103.7446695,1.335852,80 Jurong East Street 21 01-05 DEVAN NAIR INSTITUTE
1505,Mr. Prata,26,EVANS ROAD,01-02,Yoha Hostel,259367,103.820643,1.318455,26 EVANS ROAD 01-02 Yoha Hostel
1506,Mr. Prata,476,TAMPINES STREET 44,01-189,,520476,103.9533615,1.360926,476 TAMPINES STREET 44 01-189 
1507,Mr. Prata,742,BEDOK RESERVOIR ROAD,0 1-3105,,470742,103.922091,1.338084,742 BEDOK RESERVOIR ROAD 0 1-3105 
1508,Mr. Prata,320,CLEMENTI AVENUE 4,01-37,,120320,103.765311,1.3168980000000001,320 CLEMENTI AVENUE 4 01-37 
1509,Mr. Teh Tarik Seafood (S5) @ Mr Teh Tarik Eating House,625,ELIAS ROAD,01-332,ELIAS MALL,510625,103.9419765,1.3786019999999999,625 ELIAS ROAD 01-332 ELIAS MALL
1510,MUK BANG KOREAN RESTAURANT,750,CHAI CHEE ROAD,01-02,VIVA BUSINESS PARK @ CHAI CHEE,469000,103.922109,1.323666,750 CHAI CHEE ROAD 01-02 VIVA BUSINESS PARK @ CHAI CHEE
1511,Mukshidonna,1,PASIR RIS CLOSE,02-324,"E! AVENUE, MARKET SQUARE",519599,103.9548285,1.377495,"1 PASIR RIS CLOSE 02-324 E! AVENUE, MARKET SQUARE"
1512,Mushroom,50,Anchorvale Street,01-02,,544834,103.8841065,1.398762,50 Anchorvale Street 01-02 
1513,Mushroom,181,Lornie Road,,MacRitchie Reservoir Park,297732,103.8327525,1.341423,181 Lornie Road  MacRitchie Reservoir Park
1514,MUTTON STALL (MNGD BY ASM FROZEN FOOD PTE LTD),104,YISHUN RING ROAD,01-71,,760104,103.828536,1.4314500000000001,104 YISHUN RING ROAD 01-71 
1515,Muugu Fork,142,ARAB STREET,,,199828,103.8580875,1.3026149999999999,142 ARAB STREET  
1516,My Briyani House @ Mr Teh Tarik,1,SENGKANG SQUARE,01-25,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE 01-25 COMPASS ONE
1517,My Briyani House @ Mr Teh Tarik,2,JURONG EAST STREET 21,02-53,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 02-53 IMM BUILDING
1518,My Briyani House @ Mr Teh Tarik,33,Sengkang West Avenue,01-31/33,The Seletar Mall,797653,103.876236,1.3914,33 Sengkang West Avenue 01-31/33 The Seletar Mall
1519,My Briyani House @ Mr Teh Tarik,1000,EAST COAST PARKWAY,01-04,MARINE COVE,449876,103.9133925,1.3016429999999999,1000 EAST COAST PARKWAY 01-04 MARINE COVE
1520,My Briyani House @ Mr Teh Tarik,,51 Tampines Ave 4,01-15,Our Tampines Hub,529684,103.9404105,1.353141, 51 Tampines Ave 4 01-15 Our Tampines Hub
1521,My Kampung,18,Yishun Avenue 9,02-01,Junction Nine,768897,103.84156,1.4334,18 Yishun Avenue 9 02-01 Junction Nine
1522,My Kampung,33,Sengkang West Avenue,B2-07,The Seletar Mall,797653,103.876236,1.3914,33 Sengkang West Avenue B2-07 The Seletar Mall
1523,MY KAMPUNG CHICKEN (S1) @ KAMPUNG ADMIRALTY,676,Woodlands Avenue 1,02-39,Kampung Admiralty,730676,103.8007215,1.439748,676 Woodlands Avenue 1 02-39 Kampung Admiralty
1524,My Kampung Chicken Rice (S11)@ Republic Polytechnic,9,WOODLANDS AVENUE 9,01-01,REPUBLIC POLYTECHNIC,738964,103.78648,1.44266,9 WOODLANDS AVENUE 9 01-01 REPUBLIC POLYTECHNIC
1525,MY MAKAN PLACE PTE LTD,,283 Tanjong Katong Road,,,437066,103.895856,1.3068629999999999, 283 Tanjong Katong Road  
1526,My Place Seafood (S9) @ Fork & Spoon Woodlands Mart,768,WOODLANDS AVENUE 6,0  1-30-32,WOODLANDS MART,730768,103.7981295,1.4456609999999999,768 WOODLANDS AVENUE 6 0  1-30-32 WOODLANDS MART
1527,My Spice Affair,12,KALLANG AVENUE,02-11,APERIA,339511,103.8643245,1.309707,12 KALLANG AVENUE 02-11 APERIA
1528,NA NA THAI RESTAURANT,14,SCOTTS ROAD,04-22/24,FAR EAST PLAZA,228213,103.8336075,1.307268,14 SCOTTS ROAD 04-22/24 FAR EAST PLAZA
1529,Nando's,21,Choa Chu Kang Avenue 4,01-06/07,Lot One Shopper's Mall,689812,103.7449755,1.38501,21 Choa Chu Kang Avenue 4 01-06/07 Lot One Shopper's Mall
1530,Nando's,1,Vista Exchange Green,B1-09,The Star Vista,138617,103.788153,1.306719,1 Vista Exchange Green B1-09 The Star Vista
1531,Nando's,68,Orchard Road,04-10&11,Plaza Singapura,238839,103.8449835,1.3000319999999999,68 Orchard Road 04-10&11 Plaza Singapura
1532,Nando's,60,AIRPORT BOULEVARD,36-57,CHANGI AIRPORT TERMINAL 2,819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 36-57 CHANGI AIRPORT TERMINAL 2
1533,Nando's,9,BISHAN PLACE,01-51,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 01-51 JUNCTION 8 SHOPPING CENTRE
1534,Nando's,23,"Serangoon Central,","B1-41,42,43",NEX,556083,103.872294,1.350765,"23 Serangoon Central, B1-41,42,43 NEX"
1535,Nando's,4,Tampines Central 5,01-46,Tampines Mall,529510,103.944663,1.352592,4 Tampines Central 5 01-46 Tampines Mall
1536,Nando's,163,Tanglin Road,01-14 & 15,Tanglin Mall,247933,103.823883,1.304856,163 Tanglin Road 01-14 & 15 Tanglin Mall
1537,Nasi Ayam @ Mr Teh Tarik Eating House,846,YISHUN RING ROAD,01-3603,YISHUN NEW TOWN,760846,103.8346425,1.416789,846 YISHUN RING ROAD 01-3603 YISHUN NEW TOWN
1538,NASI LEMAK & ECONOMIC BEE HOON (S2) @ TUAN TUAN . PUAN PUAN,30,WOODLANDS AVENUE 2,0  1-17/18,WOODLANDS MRT STATION,738343,103.7873,1.43717,30 WOODLANDS AVENUE 2 0  1-17/18 WOODLANDS MRT STATION
1539,NASI LEMAK & ECONOMIC NOODLES (S2) @ SAMBAL SAMBAL ADMIRALTY MRT,70,WOODLANDS AVENUE 7,01-02,ADMIRALTY MRT STATION (PART D),738344,103.800978,1.44054,70 WOODLANDS AVENUE 7 01-02 ADMIRALTY MRT STATION (PART D)
1540,NASI LEMAK & ECONOMIC NOODLES (S4) @ KAMPONG CHANTEK ANG MO KIO MRT,2450,ANG MO KIO AVENUE 8,01-10/17,ANG MO KIO MRT STATION,569811,103.8494565,1.369431,2450 ANG MO KIO AVENUE 8 01-10/17 ANG MO KIO MRT STATION
1541,NASI LEMAK & NOODLES (S1) @ KAKI CORNER,61,CHOA CHU KANG DRIVE,01-05,YEW TEE MRT STATION,689715,103.7474325,1.397457,61 CHOA CHU KANG DRIVE 01-05 YEW TEE MRT STATION
1542,NASI LEMAK & NOODLES (S1) @ KAWAN STATION SEMBAWANG MRT,11,CANBERRA ROAD,,SEMBAWANG MRT STATION,759775,103.819968,1.449126,11 CANBERRA ROAD  SEMBAWANG MRT STATION
1543,Nasi Lemak & Satay Stall (S2) @ Straits Food Village,60,AIRPORT BOULEVARD,36-141,"CHANGI AIRPORT TERMINAL 2,DEPARTURE TRANSIT LOUNGE",819643,103.9895145,1.3541940000000001,"60 AIRPORT BOULEVARD 36-141 CHANGI AIRPORT TERMINAL 2,DEPARTURE TRANSIT LOUNGE"
1544,NASI LEMAK (CCK),303,CHOA CHU KANG AVENUE 4,01-723,,680303,103.743801,1.384551,303 CHOA CHU KANG AVENUE 4 01-723 
1545,Nasi Lemak (S2) @ Kopitiam Vivo City,1,HARBOURFRONT WALK,B2-39,VIVO CITY,098585,103.822398,1.264383,1 HARBOURFRONT WALK B2-39 VIVO CITY
1546,Nasi Lemak (S5) @ Malaysian Food Street (RWS),8,Sentosa Gateway,01-03 to 28,Malaysian Food Street,098269,103.8202605,1.255005,8 Sentosa Gateway 01-03 to 28 Malaysian Food Street
1547,NASI LEMAK / BEE HOON (S2) @ KAKAK CAFE,530,LORONG 6 TOA PAYOH,01-03-B,HDB HUB,310530,103.8474045,1.332135,530 LORONG 6 TOA PAYOH 01-03-B HDB HUB
1548,NASI LEMAK / CHICKEN RICE (S5) @ NOM'S BISTRO SEMBAWANG MRT,11,CANBERRA ROAD,01-01,SEMBAWANG MRT STATION,759775,103.819968,1.449126,11 CANBERRA ROAD 01-01 SEMBAWANG MRT STATION
1549,NASI LEMAK/CHICKEN RICE @ SMART COOK WOODLANDS,30,WOODLANDS AVENUE 2,01-22,WOODLANDS MRT STATION,738343,103.7873,1.43717,30 WOODLANDS AVENUE 2 01-22 WOODLANDS MRT STATION
1550,Nasi Padang,,3A Woodlands Square,01-24,Woodlands Bus Interchange,737735,103.7865735,1.4375879999999999, 3A Woodlands Square 01-24 Woodlands Bus Interchange
1551,Nasi Padang (S12) @ Cantine Jurong Point,1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 B   1 -42/43/44 JURONG POINT
1552,Nasi Padang (S2) @ Dignity Kitchen,267,SERANGOON AVENUE 3,,,550267,103.870953,1.353168,267 SERANGOON AVENUE 3  
1553,NASI PADANG (S3) @ KAMPONG CHANTEK ANG MO KIO MRT,2450,ANG MO KIO AVENUE 8,01-10/17,ANG MO KIO MRT,569811,103.8494565,1.369431,2450 ANG MO KIO AVENUE 8 01-10/17 ANG MO KIO MRT
1554,Nasi Padang (S3) @ Kopitiam NUH,5,LOWER KENT RIDGE ROAD,01-01,NUH MAIN BUILDING LOBBY,119074,103.7827935,1.293813,5 LOWER KENT RIDGE ROAD 01-01 NUH MAIN BUILDING LOBBY
1555,NASI PADANG (S4) @ SIAEC HANGAR 5 STAFF CANTEEN (MNGD BY BLISSFUL GROUP PTE LTD),41,AIRLINE ROAD,,SIAEC HANGAR 5 STAFF CANTEEN,819831,103.9998825,1.375272,41 AIRLINE ROAD  SIAEC HANGAR 5 STAFF CANTEEN
1556,NASI PADANG (S5) @ FLAVOURS BY HESED&EMET,21,Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757,103.93268,1.34654,21 Tampines Ave 1 01-00 Temasek Polytechnic (Blk 23A)
1557,Nasi Padang (S6) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551,103.6789000183,1.3446399583,60 NANYANG DRIVE B1 School of Biological Sciences
1558,Nasi Padang (S8) @ 89.7 Supper Club (Geylang East),1016,GEYLANG EAST AVENUE 3,01-165,,389731,103.891428,1.318824,1016 GEYLANG EAST AVENUE 3 01-165 
1559,Nasi Padang (S9) @ Bagus Causeway Point,1,WOODLANDS SQUARE,07-03,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 07-03 CAUSEWAY POINT
1560,Nasi Padang (S9) @ Food Emporium,10,AIRPORT BOULEVARD,02-205,CHANGI AIRPORT TERMINAL 4 (MEZZANINE),819665,103.982724,1.339038,10 AIRPORT BOULEVARD 02-205 CHANGI AIRPORT TERMINAL 4 (MEZZANINE)
1561,Nasi Padang (S9) @ Kopitiam TTSH,11,JALAN TAN TOCK SENG,01-13/14,TAN TOCK SENG HOSPITAL,308433,103.84624,1.32175,11 JALAN TAN TOCK SENG 01-13/14 TAN TOCK SENG HOSPITAL
1562,Nasi Padang @ The Food Inn,90,BRAS BASAH ROAD,B1-32,(PART RIGHT) ESPLANADE MRT STATION,189562,103.8550005,1.293291,90 BRAS BASAH ROAD B1-32 (PART RIGHT) ESPLANADE MRT STATION
1563,Nasi Padang Indonesia Bandung (S1) @ FoodPark,,182A Rivervale Crescent,01-01,,541182,103.908843,1.390437, 182A Rivervale Crescent 01-01 
1564,"Nasi Padang, Western & Pasta (S7) @ Central Square",21,LOWER KENT RIDGE ROAD,02-00,"YUSOF ISHAK HOUSE, CENTRAL SQUARE CANTEEN",119078,103.7804715,1.293804,"21 LOWER KENT RIDGE ROAD 02-00 YUSOF ISHAK HOUSE, CENTRAL SQUARE CANTEEN"
1565,NATSU,,60 PAYA LEBAR ROAD,01-62,PAYA LEBAR SQUARE,409051,103.89258,1.3188149999999998, 60 PAYA LEBAR ROAD 01-62 PAYA LEBAR SQUARE
1566,NATSU,3155,COMMONWEALTH AVENUE WEST,B1-K17,THE CLEMENTI MALL,129588,103.7644245,1.3149,3155 COMMONWEALTH AVENUE WEST B1-K17 THE CLEMENTI MALL
1567,Nene Chicken,90,HOUGANG AVENUE 10,02-24,HOUGANG MALL,538766,103.893696,1.372203,90 HOUGANG AVENUE 10 02-24 HOUGANG MALL
1568,Nene Chicken,,311 NEW UPPER CHANGI ROAD,02-02,BEDOK MALL,467360,103.9292685,1.324773, 311 NEW UPPER CHANGI ROAD 02-02 BEDOK MALL
1569,Nene Chicken,,71 Woodlands Avenue 10,01-07/08,Woodlands Industrial Xchange,737743,103.8111165,1.457307, 71 Woodlands Avenue 10 01-07/08 Woodlands Industrial Xchange
1570,Nene Chicken,1,JELEBU ROAD,02-10,BUKIT PANJANG PLAZA,677743,103.7641455,1.380321,1 JELEBU ROAD 02-10 BUKIT PANJANG PLAZA
1571,Nene Chicken,23,Serangoon Central,04-15/16,Serangoon Nex,556083,103.872294,1.350765,23 Serangoon Central 04-15/16 Serangoon Nex
1572,Nene Chicken,1,Vista Exchange Green,01-24,THE STAR VISTA,138617,103.788153,1.306719,1 Vista Exchange Green 01-24 THE STAR VISTA
1573,NENEK PLACE,81,LORONG 25 GEYLANG,0 1-05/06,ALJUNIED MRT STATION,388310,103.882905,1.31643,81 LORONG 25 GEYLANG 0 1-05/06 ALJUNIED MRT STATION
1574,New Cameroon Seafood Restaurant,13,MACKENZIE ROAD,,,228676,103.8498435,1.3043879999999999,13 MACKENZIE ROAD  
1575,New Hawa Restaurant,537,BEDOK NORTH STREET 3,,,460537,103.924512,1.332117,537 BEDOK NORTH STREET 3  
1576,New Hawa Restaurant,304,JOO CHIAT ROAD,,,427455,103.902075,1.3096079999999999,304 JOO CHIAT ROAD  
1577,New Hawa Restaurant (S2) @ Hawa Changi,428,CHANGI ROAD,01-02,,419871,103.9117275,1.318689,428 CHANGI ROAD 01-02 
1578,New Hawa Seafood & Chicken Rice,201D,TAMPINES STREET 21,01-1105,,524201,103.953321,1.352223,201D TAMPINES STREET 21 01-1105 
1579,NGT Confectionery,513,Bishan Street 13,01-504,,570513,103.8494655,1.349469,513 Bishan Street 13 01-504 
1580,NGT Confectionery,504,JURONG WEST STREET 51,01-227,,640504,103.718844,1.349829,504 JURONG WEST STREET 51 01-227 
1581,Noodle History (K8)@Yummy Box,1,Venture Avenue,03-K8,Big Box,608521,103.7449215,1.331919,1 Venture Avenue 03-K8 Big Box
1582,NOODLES STALL (S3) @ Institute of Mental Health,10,Buangkok View,,Institute Mental Health,539747,103.88474,1.38165,10 Buangkok View  Institute Mental Health
1583,Noodles/Mini Wok (S9) @ Frontier Canteen (Phase 2),21,LOWER KENT RIDGE ROAD,,"NUS Canteen 14, Frontier (Phase 2)",119077,103.778127,1.297989,"21 LOWER KENT RIDGE ROAD  NUS Canteen 14, Frontier (Phase 2)"
1584,Nuodle,10,EUNOS ROAD 8,01-136,SINGAPORE POST CENTRE,408600,103.894506,1.318959,10 EUNOS ROAD 8 01-136 SINGAPORE POST CENTRE
1585,Nyonya Cuisine (S5) @ Koufu Sengkang General and Community Hospital,1,Anchorvale Street,01-21,Sengkang General and Community Hospital,544835,103.891365,1.395702,1 Anchorvale Street 01-21 Sengkang General and Community Hospital
1586,O Bread 2,303,Chua Choa Kang Ave 4,01-723,,684303,103.74418,1.38457,303 Chua Choa Kang Ave 4 01-723 
1587,Oasis Spice Cafe @ UNIVERSAL STUDIOS SINGAPORE (RWS),30,SENTOSA GATEWAY,01-361,,098269,103.8230145,1.2539609999999999,30 SENTOSA GATEWAY 01-361 
1588,Old Bibik's Peranakan Kitchen,328,JOO CHIAT ROAD,01-02,JOO CHIAT APARTMENTS,427585,103.905477,1.305783,328 JOO CHIAT ROAD 01-02 JOO CHIAT APARTMENTS
1589,Old Chang Kee,65,AIRPORT BOULEVARD,B2-51,CHANGI AIRPORT TERMINAL 3 - Basement Level 2 North,819663,103.9851675,1.354374,65 AIRPORT BOULEVARD B2-51 CHANGI AIRPORT TERMINAL 3 - Basement Level 2 North
1590,Old Chang Kee,3,TEMASEK BOULEVARD,01-301,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 01-301 SUNTEC CITY MALL
1591,Old Chang Kee,238,THOMSON ROAD,02-41,NOVENA SQUARE,307683,103.8434,1.31968,238 THOMSON ROAD 02-41 NOVENA SQUARE
1592,Old Chang Kee,10,CHOA CHU KANG AVENUE 4,01-22,CHOA CHU KANG MRT STATION,689810,103.744296,1.385109,10 CHOA CHU KANG AVENUE 4 01-22 CHOA CHU KANG MRT STATION
